Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL06,OUT046,1127.4757944358826
FDI35,OUT013,1127.4757944358826
NCW42,OUT045,1127.4757944358826
NCX06,OUT049,1127.4757944358826
FDC37,OUT027,1127.4757944358826
FDZ14,OUT018,1127.4757944358826
DRG49,OUT049,1127.4757944358826
NCG06,OUT045,1127.4757944358826
DRC36,OUT045,1127.4757944358826
FDV21,OUT019,1127.4757944358826
FDB53,OUT046,1127.4757944358826
DRP47,OUT019,1127.4757944358826
FDA14,OUT013,1127.4757944358826
DRC24,OUT035,1127.4757944358826
FDW21,OUT018,1127.4757944358826
NCH29,OUT046,1127.4757944358826
FDU58,OUT013,1127.4757944358826
FDY27,OUT017,1127.4757944358826
FDV56,OUT035,1127.4757944358826
FDT59,OUT046,1127.4757944358826
FDB23,OUT046,1127.4757944358826
FDR49,OUT045,1127.4757944358826
FDB03,OUT010,1127.4757944358826
FDN39,OUT045,1127.4757944358826
FDX02,OUT027,1127.4757944358826
FDQ16,OUT027,1127.4757944358826
FDU35,OUT018,1127.4757944358826
NCT29,OUT013,1127.4757944358826
FDZ27,OUT046,1127.4757944358826
FDN57,OUT017,1127.4757944358826
FDA03,OUT018,1127.4757944358826
FDZ36,OUT045,1127.4757944358826
NCU05,OUT013,1127.4757944358826
FDT39,OUT018,1127.4757944358826
FDK60,OUT017,1127.4757944358826
FDZ25,OUT017,1127.4757944358826
FDG12,OUT046,1127.4757944358826
DRB01,OUT019,1127.4757944358826
NCC43,OUT027,1127.4757944358826
FDX13,OUT019,1127.4757944358826
FDM22,OUT049,1127.4757944358826
FDJ03,OUT027,1127.4757944358826
FDU14,OUT018,1127.4757944358826
FDB33,OUT010,1127.4757944358826
FDP27,OUT046,1127.4757944358826
FDO38,OUT010,1127.4757944358826
FDE28,OUT027,1127.4757944358826
FDO27,OUT035,1127.4757944358826
DRL23,OUT027,1127.4757944358826
FDS28,OUT046,1127.4757944358826
FDX24,OUT013,1127.4757944358826
FDZ02,OUT035,1127.4757944358826
FDL46,OUT045,1127.4757944358826
FDS60,OUT027,1127.4757944358826
NCO06,OUT017,1127.4757944358826
FDO16,OUT035,1127.4757944358826
FDC60,OUT049,1127.4757944358826
FDA48,OUT018,1127.4757944358826
FDZ36,OUT027,1127.4757944358826
FDK27,OUT045,1127.4757944358826
FDW23,OUT018,1127.4757944358826
FDM14,OUT018,1127.4757944358826
FDM14,OUT013,1127.4757944358826
FDW60,OUT018,1127.4757944358826
FDE21,OUT013,1127.4757944358826
NCM42,OUT035,1127.4757944358826
FDY59,OUT010,1127.4757944358826
DRI49,OUT049,1127.4757944358826
FDT28,OUT019,1127.4757944358826
FDQ22,OUT018,1127.4757944358826
FDR60,OUT049,1127.4757944358826
FDC50,OUT019,1127.4757944358826
FDV24,OUT013,1127.4757944358826
DRF48,OUT010,1127.4757944358826
FDQ47,OUT046,1127.4757944358826
DRN36,OUT049,1127.4757944358826
NCY06,OUT035,1127.4757944358826
FDE52,OUT035,1127.4757944358826
NCB54,OUT045,1127.4757944358826
NCF31,OUT035,1127.4757944358826
FDJ08,OUT027,1127.4757944358826
NCC07,OUT017,1127.4757944358826
NCD19,OUT027,1127.4757944358826
FDL46,OUT049,1127.4757944358826
FDM20,OUT045,1127.4757944358826
NCI06,OUT010,1127.4757944358826
DRM11,OUT035,1127.4757944358826
NCH07,OUT018,1127.4757944358826
FDS23,OUT013,1127.4757944358826
FDO49,OUT018,1127.4757944358826
FDS35,OUT049,1127.4757944358826
DRK39,OUT045,1127.4757944358826
DRI39,OUT049,1127.4757944358826
FDV04,OUT017,1127.4757944358826
NCN14,OUT035,1127.4757944358826
FDH08,OUT013,1127.4757944358826
FDS20,OUT046,1127.4757944358826
FDV40,OUT049,1127.4757944358826
FDZ48,OUT010,1127.4757944358826
FDS24,OUT027,1127.4757944358826
FDK44,OUT049,1127.4757944358826
FDS48,OUT045,1127.4757944358826
FDK26,OUT010,1127.4757944358826
FDD23,OUT045,1127.4757944358826
NCH54,OUT017,1127.4757944358826
NCP14,OUT010,1127.4757944358826
FDM60,OUT010,1127.4757944358826
FDV24,OUT017,1127.4757944358826
FDH08,OUT018,1127.4757944358826
FDS12,OUT027,1127.4757944358826
FDR39,OUT027,1127.4757944358826
FDP12,OUT027,1127.4757944358826
DRF60,OUT027,1127.4757944358826
FDC09,OUT035,1127.4757944358826
FDF50,OUT018,1127.4757944358826
FDG28,OUT035,1127.4757944358826
NCE19,OUT017,1127.4757944358826
NCM53,OUT010,1127.4757944358826
NCN18,OUT049,1127.4757944358826
FDF32,OUT035,1127.4757944358826
FDF11,OUT013,1127.4757944358826
DRI59,OUT049,1127.4757944358826
NCG54,OUT035,1127.4757944358826
FDM44,OUT046,1127.4757944358826
FDT57,OUT018,1127.4757944358826
FDV24,OUT046,1127.4757944358826
FDI50,OUT019,1127.4757944358826
FDS09,OUT035,1127.4757944358826
NCC31,OUT027,1127.4757944358826
FDQ07,OUT019,1127.4757944358826
FDC22,OUT017,1127.4757944358826
FDZ56,OUT046,1127.4757944358826
FDZ40,OUT019,1127.4757944358826
FDS46,OUT027,1127.4757944358826
DRD24,OUT045,1127.4757944358826
FDV45,OUT017,1127.4757944358826
FDL26,OUT045,1127.4757944358826
FDA56,OUT018,1127.4757944358826
FDN27,OUT046,1127.4757944358826
FDM20,OUT049,1127.4757944358826
FDO16,OUT017,1127.4757944358826
FDL03,OUT035,1127.4757944358826
FDE58,OUT046,1127.4757944358826
FDI02,OUT027,1127.4757944358826
NCC55,OUT019,1127.4757944358826
FDR03,OUT018,1127.4757944358826
FDB14,OUT017,1127.4757944358826
FDR45,OUT013,1127.4757944358826
NCN07,OUT017,1127.4757944358826
FDM51,OUT019,1127.4757944358826
FDT52,OUT027,1127.4757944358826
FDL26,OUT046,1127.4757944358826
NCZ42,OUT046,1127.4757944358826
DRI47,OUT019,1127.4757944358826
FDW40,OUT013,1127.4757944358826
FDN34,OUT046,1127.4757944358826
FDS01,OUT035,1127.4757944358826
NCG55,OUT045,1127.4757944358826
FDC11,OUT035,1127.4757944358826
FDX35,OUT018,1127.4757944358826
NCB06,OUT046,1127.4757944358826
FDR09,OUT019,1127.4757944358826
FDC53,OUT017,1127.4757944358826
FDY45,OUT013,1127.4757944358826
FDA22,OUT010,1127.4757944358826
FDE02,OUT035,1127.4757944358826
FDW21,OUT045,1127.4757944358826
FDV34,OUT046,1127.4757944358826
FDS59,OUT049,1127.4757944358826
NCW17,OUT017,1127.4757944358826
NCK54,OUT046,1127.4757944358826
FDG17,OUT019,1127.4757944358826
FDG35,OUT017,1127.4757944358826
FDD08,OUT010,1127.4757944358826
NCO07,OUT017,1127.4757944358826
FDJ10,OUT010,1127.4757944358826
FDW36,OUT017,1127.4757944358826
FDW21,OUT010,1127.4757944358826
FDY19,OUT017,1127.4757944358826
DRE03,OUT013,1127.4757944358826
NCC55,OUT049,1127.4757944358826
FDH52,OUT010,1127.4757944358826
FDO09,OUT017,1127.4757944358826
FDU43,OUT045,1127.4757944358826
FDX09,OUT010,1127.4757944358826
FDH40,OUT019,1127.4757944358826
FDW58,OUT017,1127.4757944358826
FDC47,OUT017,1127.4757944358826
NCR41,OUT035,1127.4757944358826
DRG49,OUT035,1127.4757944358826
FDC52,OUT027,1127.4757944358826
FDY13,OUT046,1127.4757944358826
FDY35,OUT013,1127.4757944358826
FDI35,OUT017,1127.4757944358826
NCU18,OUT049,1127.4757944358826
FDY33,OUT018,1127.4757944358826
FDC15,OUT027,1127.4757944358826
FDU01,OUT049,1127.4757944358826
NCU42,OUT046,1127.4757944358826
NCV29,OUT018,1127.4757944358826
NCY30,OUT017,1127.4757944358826
FDQ46,OUT049,1127.4757944358826
FDG58,OUT027,1127.4757944358826
FDK33,OUT017,1127.4757944358826
NCD07,OUT045,1127.4757944358826
NCX29,OUT027,1127.4757944358826
NCT42,OUT013,1127.4757944358826
DRN59,OUT035,1127.4757944358826
FDI44,OUT035,1127.4757944358826
FDA45,OUT049,1127.4757944358826
FDP31,OUT045,1127.4757944358826
FDY01,OUT046,1127.4757944358826
FDT09,OUT018,1127.4757944358826
DRH03,OUT027,1127.4757944358826
FDA36,OUT018,1127.4757944358826
NCF31,OUT017,1127.4757944358826
FDG14,OUT049,1127.4757944358826
FDG28,OUT027,1127.4757944358826
FDU14,OUT049,1127.4757944358826
FDY47,OUT019,1127.4757944358826
FDI56,OUT049,1127.4757944358826
DRD01,OUT013,1127.4757944358826
FDM22,OUT046,1127.4757944358826
FDH33,OUT013,1127.4757944358826
DRZ24,OUT013,1127.4757944358826
NCQ38,OUT046,1127.4757944358826
FDO16,OUT027,1127.4757944358826
FDU07,OUT027,1127.4757944358826
NCB07,OUT013,1127.4757944358826
FDU48,OUT045,1127.4757944358826
NCM43,OUT045,1127.4757944358826
FDR31,OUT010,1127.4757944358826
DRK49,OUT018,1127.4757944358826
NCI30,OUT010,1127.4757944358826
DRD60,OUT017,1127.4757944358826
NCG19,OUT046,1127.4757944358826
FDH12,OUT035,1127.4757944358826
FDM32,OUT035,1127.4757944358826
FDM27,OUT035,1127.4757944358826
NCU53,OUT027,1127.4757944358826
NCQ18,OUT046,1127.4757944358826
FDS10,OUT013,1127.4757944358826
FDB33,OUT027,1127.4757944358826
FDI12,OUT013,1127.4757944358826
NCW42,OUT013,1127.4757944358826
NCC06,OUT018,1127.4757944358826
FDW02,OUT017,1127.4757944358826
NCD43,OUT017,1127.4757944358826
FDM57,OUT018,1127.4757944358826
FDA58,OUT017,1127.4757944358826
FDK56,OUT046,1127.4757944358826
FDP52,OUT045,1127.4757944358826
FDW20,OUT018,1127.4757944358826
FDS52,OUT049,1127.4757944358826
NCT29,OUT018,1127.4757944358826
NCL54,OUT013,1127.4757944358826
FDC05,OUT045,1127.4757944358826
FDF34,OUT035,1127.4757944358826
FDP03,OUT027,1127.4757944358826
FDD32,OUT010,1127.4757944358826
FDZ10,OUT045,1127.4757944358826
FDZ40,OUT035,1127.4757944358826
FDD51,OUT018,1127.4757944358826
NCY30,OUT019,1127.4757944358826
FDP58,OUT017,1127.4757944358826
FDV49,OUT017,1127.4757944358826
FDY24,OUT019,1127.4757944358826
NCO55,OUT017,1127.4757944358826
FDR13,OUT017,1127.4757944358826
FDS51,OUT017,1127.4757944358826
FDP26,OUT045,1127.4757944358826
NCB54,OUT027,1127.4757944358826
FDF32,OUT017,1127.4757944358826
FDN31,OUT018,1127.4757944358826
DRM48,OUT017,1127.4757944358826
FDN20,OUT049,1127.4757944358826
DRL01,OUT046,1127.4757944358826
FDV56,OUT049,1127.4757944358826
DRH13,OUT027,1127.4757944358826
FDA03,OUT017,1127.4757944358826
FDF47,OUT027,1127.4757944358826
FDX32,OUT046,1127.4757944358826
FDX57,OUT049,1127.4757944358826
NCA30,OUT045,1127.4757944358826
FDO49,OUT013,1127.4757944358826
FDL04,OUT019,1127.4757944358826
DRM48,OUT035,1127.4757944358826
FDR16,OUT013,1127.4757944358826
NCC19,OUT018,1127.4757944358826
NCE42,OUT045,1127.4757944358826
FDY24,OUT017,1127.4757944358826
FDH19,OUT049,1127.4757944358826
FDJ46,OUT013,1127.4757944358826
FDN45,OUT010,1127.4757944358826
FDY08,OUT035,1127.4757944358826
FDZ37,OUT035,1127.4757944358826
NCT30,OUT045,1127.4757944358826
DRY23,OUT018,1127.4757944358826
NCZ30,OUT018,1127.4757944358826
FDC44,OUT018,1127.4757944358826
FDB45,OUT035,1127.4757944358826
FDY04,OUT013,1127.4757944358826
FDM27,OUT046,1127.4757944358826
FDZ43,OUT017,1127.4757944358826
FDT39,OUT019,1127.4757944358826
NCC06,OUT019,1127.4757944358826
FDL15,OUT027,1127.4757944358826
FDL57,OUT017,1127.4757944358826
FDU08,OUT046,1127.4757944358826
FDK40,OUT017,1127.4757944358826
FDQ12,OUT010,1127.4757944358826
FDS48,OUT017,1127.4757944358826
FDP09,OUT045,1127.4757944358826
FDW21,OUT049,1127.4757944358826
FDY25,OUT035,1127.4757944358826
DRE13,OUT017,1127.4757944358826
FDV43,OUT019,1127.4757944358826
FDD22,OUT045,1127.4757944358826
FDM46,OUT019,1127.4757944358826
NCO30,OUT010,1127.4757944358826
FDM25,OUT046,1127.4757944358826
NCN41,OUT049,1127.4757944358826
FDU24,OUT045,1127.4757944358826
FDZ50,OUT046,1127.4757944358826
FDP45,OUT013,1127.4757944358826
NCM54,OUT045,1127.4757944358826
FDW10,OUT019,1127.4757944358826
FDP20,OUT017,1127.4757944358826
FDK32,OUT046,1127.4757944358826
FDN52,OUT049,1127.4757944358826
FDM58,OUT045,1127.4757944358826
FDZ46,OUT027,1127.4757944358826
NCA18,OUT018,1127.4757944358826
FDD35,OUT046,1127.4757944358826
NCK31,OUT035,1127.4757944358826
FDI40,OUT027,1127.4757944358826
FDT50,OUT019,1127.4757944358826
NCT06,OUT046,1127.4757944358826
FDT31,OUT035,1127.4757944358826
FDT45,OUT049,1127.4757944358826
FDT13,OUT045,1127.4757944358826
FDO50,OUT045,1127.4757944358826
NCU18,OUT010,1127.4757944358826
NCR54,OUT049,1127.4757944358826
NCO18,OUT018,1127.4757944358826
FDU09,OUT045,1127.4757944358826
FDT13,OUT018,1127.4757944358826
FDE09,OUT046,1127.4757944358826
NCK53,OUT019,1127.4757944358826
FDG45,OUT049,1127.4757944358826
DRH15,OUT035,1127.4757944358826
FDO21,OUT019,1127.4757944358826
FDD14,OUT027,1127.4757944358826
FDC09,OUT046,1127.4757944358826
FDH45,OUT027,1127.4757944358826
FDV32,OUT046,1127.4757944358826
FDG12,OUT035,1127.4757944358826
FDS32,OUT013,1127.4757944358826
NCL55,OUT018,1127.4757944358826
DRE01,OUT035,1127.4757944358826
DRE15,OUT049,1127.4757944358826
NCL42,OUT045,1127.4757944358826
FDP31,OUT013,1127.4757944358826
FDN33,OUT018,1127.4757944358826
FDZ59,OUT046,1127.4757944358826
FDE45,OUT010,1127.4757944358826
FDJ07,OUT013,1127.4757944358826
FDQ45,OUT018,1127.4757944358826
FDM33,OUT027,1127.4757944358826
FDO15,OUT010,1127.4757944358826
FDM46,OUT013,1127.4757944358826
FDR03,OUT045,1127.4757944358826
FDY49,OUT018,1127.4757944358826
FDQ60,OUT045,1127.4757944358826
FDW10,OUT049,1127.4757944358826
FDO51,OUT049,1127.4757944358826
FDJ40,OUT018,1127.4757944358826
FDS20,OUT018,1127.4757944358826
FDU45,OUT013,1127.4757944358826
FDV02,OUT035,1127.4757944358826
FDN09,OUT046,1127.4757944358826
NCM55,OUT027,1127.4757944358826
FDN23,OUT018,1127.4757944358826
FDY31,OUT010,1127.4757944358826
FDW03,OUT010,1127.4757944358826
FDD14,OUT046,1127.4757944358826
FDV23,OUT017,1127.4757944358826
DRI03,OUT045,1127.4757944358826
FDN13,OUT035,1127.4757944358826
FDF45,OUT027,1127.4757944358826
FDU46,OUT035,1127.4757944358826
FDB57,OUT049,1127.4757944358826
FDV12,OUT049,1127.4757944358826
FDQ58,OUT013,1127.4757944358826
NCA18,OUT017,1127.4757944358826
FDH52,OUT049,1127.4757944358826
FDM24,OUT018,1127.4757944358826
NCP43,OUT027,1127.4757944358826
NCO18,OUT019,1127.4757944358826
FDM32,OUT017,1127.4757944358826
NCL07,OUT017,1127.4757944358826
FDK03,OUT013,1127.4757944358826
FDP59,OUT017,1127.4757944358826
FDQ24,OUT049,1127.4757944358826
FDQ16,OUT018,1127.4757944358826
FDU44,OUT013,1127.4757944358826
FDH28,OUT010,1127.4757944358826
FDV28,OUT019,1127.4757944358826
FDM22,OUT045,1127.4757944358826
FDR56,OUT046,1127.4757944358826
FDV39,OUT049,1127.4757944358826
FDU37,OUT019,1127.4757944358826
FDQ11,OUT010,1127.4757944358826
FDX02,OUT045,1127.4757944358826
NCS42,OUT018,1127.4757944358826
FDY57,OUT027,1127.4757944358826
FDB21,OUT049,1127.4757944358826
FDE28,OUT017,1127.4757944358826
FDQ55,OUT017,1127.4757944358826
FDA48,OUT049,1127.4757944358826
FDZ19,OUT045,1127.4757944358826
NCC43,OUT045,1127.4757944358826
NCV18,OUT046,1127.4757944358826
NCA42,OUT018,1127.4757944358826
FDY45,OUT046,1127.4757944358826
NCC30,OUT045,1127.4757944358826
FDM57,OUT013,1127.4757944358826
FDL09,OUT010,1127.4757944358826
FDB09,OUT027,1127.4757944358826
FDT44,OUT035,1127.4757944358826
NCT06,OUT027,1127.4757944358826
FDX26,OUT049,1127.4757944358826
FDK32,OUT013,1127.4757944358826
DRA12,OUT046,1127.4757944358826
FDO46,OUT010,1127.4757944358826
FDE52,OUT013,1127.4757944358826
NCH42,OUT045,1127.4757944358826
FDV08,OUT035,1127.4757944358826
FDB47,OUT018,1127.4757944358826
FDC28,OUT010,1127.4757944358826
FDD22,OUT046,1127.4757944358826
FDS07,OUT027,1127.4757944358826
DRI13,OUT045,1127.4757944358826
FDG32,OUT018,1127.4757944358826
FDU14,OUT017,1127.4757944358826
FDD28,OUT019,1127.4757944358826
NCP41,OUT017,1127.4757944358826
FDS08,OUT049,1127.4757944358826
FDX47,OUT045,1127.4757944358826
FDC53,OUT019,1127.4757944358826
FDQ19,OUT035,1127.4757944358826
FDL14,OUT045,1127.4757944358826
FDM33,OUT019,1127.4757944358826
FDA51,OUT045,1127.4757944358826
FDZ27,OUT018,1127.4757944358826
FDT04,OUT046,1127.4757944358826
DRC13,OUT049,1127.4757944358826
FDR16,OUT027,1127.4757944358826
FDQ03,OUT027,1127.4757944358826
FDE38,OUT035,1127.4757944358826
DRH23,OUT027,1127.4757944358826
FDT11,OUT019,1127.4757944358826
FDD09,OUT035,1127.4757944358826
FDR40,OUT045,1127.4757944358826
FDX07,OUT017,1127.4757944358826
FDR07,OUT035,1127.4757944358826
FDA51,OUT017,1127.4757944358826
FDT59,OUT019,1127.4757944358826
FDF20,OUT017,1127.4757944358826
FDR13,OUT045,1127.4757944358826
FDY26,OUT049,1127.4757944358826
FDW04,OUT017,1127.4757944358826
FDK52,OUT017,1127.4757944358826
FDN60,OUT049,1127.4757944358826
FDM09,OUT019,1127.4757944358826
FDP46,OUT049,1127.4757944358826
FDB50,OUT019,1127.4757944358826
NCQ29,OUT049,1127.4757944358826
FDP16,OUT027,1127.4757944358826
FDX33,OUT018,1127.4757944358826
FDP07,OUT010,1127.4757944358826
FDN22,OUT046,1127.4757944358826
FDF39,OUT049,1127.4757944358826
FDS21,OUT017,1127.4757944358826
NCM42,OUT013,1127.4757944358826
FDK50,OUT019,1127.4757944358826
DRF13,OUT027,1127.4757944358826
FDH35,OUT018,1127.4757944358826
FDP60,OUT018,1127.4757944358826
DRJ49,OUT027,1127.4757944358826
NCT42,OUT019,1127.4757944358826
FDE38,OUT049,1127.4757944358826
FDI04,OUT049,1127.4757944358826
NCH54,OUT045,1127.4757944358826
FDT56,OUT049,1127.4757944358826
DRD15,OUT018,1127.4757944358826
FDV58,OUT013,1127.4757944358826
FDP21,OUT049,1127.4757944358826
FDH05,OUT013,1127.4757944358826
FDR10,OUT027,1127.4757944358826
NCP06,OUT045,1127.4757944358826
FDF33,OUT049,1127.4757944358826
DRK37,OUT013,1127.4757944358826
DRH49,OUT045,1127.4757944358826
FDT58,OUT013,1127.4757944358826
FDD41,OUT018,1127.4757944358826
FDP40,OUT018,1127.4757944358826
FDM51,OUT027,1127.4757944358826
FDO45,OUT010,1127.4757944358826
FDW33,OUT010,1127.4757944358826
FDY24,OUT045,1127.4757944358826
FDB10,OUT010,1127.4757944358826
FDM40,OUT035,1127.4757944358826
NCI06,OUT017,1127.4757944358826
FDW12,OUT019,1127.4757944358826
FDX48,OUT027,1127.4757944358826
NCW05,OUT027,1127.4757944358826
FDX27,OUT017,1127.4757944358826
DRM37,OUT045,1127.4757944358826
FDA38,OUT045,1127.4757944358826
FDR36,OUT046,1127.4757944358826
FDZ45,OUT046,1127.4757944358826
FDG05,OUT017,1127.4757944358826
FDK28,OUT013,1127.4757944358826
FDV47,OUT045,1127.4757944358826
FDN21,OUT045,1127.4757944358826
FDP20,OUT027,1127.4757944358826
FDI35,OUT045,1127.4757944358826
DRY23,OUT013,1127.4757944358826
FDA56,OUT017,1127.4757944358826
FDB09,OUT013,1127.4757944358826
NCO26,OUT027,1127.4757944358826
FDQ49,OUT018,1127.4757944358826
FDI52,OUT027,1127.4757944358826
FDZ44,OUT027,1127.4757944358826
FDZ09,OUT018,1127.4757944358826
FDY03,OUT049,1127.4757944358826
NCG42,OUT017,1127.4757944358826
DRI13,OUT027,1127.4757944358826
FDQ32,OUT013,1127.4757944358826
FDW16,OUT035,1127.4757944358826
FDU27,OUT046,1127.4757944358826
FDR28,OUT010,1127.4757944358826
FDQ49,OUT010,1127.4757944358826
FDS37,OUT046,1127.4757944358826
FDW26,OUT018,1127.4757944358826
FDX12,OUT018,1127.4757944358826
NCP06,OUT013,1127.4757944358826
FDW45,OUT010,1127.4757944358826
NCN30,OUT049,1127.4757944358826
FDN24,OUT049,1127.4757944358826
NCL41,OUT027,1127.4757944358826
FDR02,OUT019,1127.4757944358826
FDD09,OUT010,1127.4757944358826
FDS33,OUT010,1127.4757944358826
FDU22,OUT045,1127.4757944358826
FDI53,OUT013,1127.4757944358826
DRH01,OUT049,1127.4757944358826
FDX32,OUT013,1127.4757944358826
NCP30,OUT018,1127.4757944358826
FDB60,OUT045,1127.4757944358826
FDB14,OUT049,1127.4757944358826
NCP02,OUT035,1127.4757944358826
FDJ10,OUT017,1127.4757944358826
FDG34,OUT046,1127.4757944358826
NCB18,OUT017,1127.4757944358826
FDM16,OUT049,1127.4757944358826
FDW25,OUT018,1127.4757944358826
FDB35,OUT010,1127.4757944358826
DRN11,OUT013,1127.4757944358826
FDF41,OUT019,1127.4757944358826
FDH16,OUT045,1127.4757944358826
NCQ50,OUT018,1127.4757944358826
DRH23,OUT018,1127.4757944358826
DRJ37,OUT013,1127.4757944358826
DRJ24,OUT027,1127.4757944358826
FDY16,OUT035,1127.4757944358826
FDQ27,OUT045,1127.4757944358826
FDZ33,OUT045,1127.4757944358826
FDF29,OUT045,1127.4757944358826
FDA08,OUT049,1127.4757944358826
FDG31,OUT046,1127.4757944358826
FDE34,OUT019,1127.4757944358826
NCR30,OUT027,1127.4757944358826
FDV33,OUT035,1127.4757944358826
DRZ24,OUT018,1127.4757944358826
NCL54,OUT035,1127.4757944358826
FDR12,OUT049,1127.4757944358826
NCC54,OUT046,1127.4757944358826
DRN59,OUT013,1127.4757944358826
FDX50,OUT019,1127.4757944358826
FDV31,OUT027,1127.4757944358826
NCA29,OUT027,1127.4757944358826
FDW60,OUT049,1127.4757944358826
FDX08,OUT017,1127.4757944358826
DRD49,OUT013,1127.4757944358826
FDD33,OUT046,1127.4757944358826
FDW35,OUT013,1127.4757944358826
FDJ36,OUT017,1127.4757944358826
FDV51,OUT035,1127.4757944358826
FDW36,OUT046,1127.4757944358826
FDH35,OUT046,1127.4757944358826
NCS30,OUT027,1127.4757944358826
FDN49,OUT017,1127.4757944358826
FDL08,OUT018,1127.4757944358826
FDI09,OUT013,1127.4757944358826
FDP19,OUT018,1127.4757944358826
FDU21,OUT010,1127.4757944358826
NCP41,OUT045,1127.4757944358826
FDY10,OUT013,1127.4757944358826
FDP12,OUT018,1127.4757944358826
NCN26,OUT049,1127.4757944358826
FDK44,OUT013,1127.4757944358826
FDC28,OUT049,1127.4757944358826
FDJ41,OUT027,1127.4757944358826
NCT29,OUT035,1127.4757944358826
NCH42,OUT019,1127.4757944358826
FDU60,OUT018,1127.4757944358826
FDS02,OUT045,1127.4757944358826
FDC51,OUT046,1127.4757944358826
FDU03,OUT013,1127.4757944358826
FDX39,OUT045,1127.4757944358826
NCY05,OUT010,1127.4757944358826
NCL06,OUT027,1127.4757944358826
FDD32,OUT035,1127.4757944358826
NCN41,OUT045,1127.4757944358826
NCX53,OUT049,1127.4757944358826
FDU57,OUT019,1127.4757944358826
FDQ23,OUT046,1127.4757944358826
FDQ52,OUT045,1127.4757944358826
FDC14,OUT045,1127.4757944358826
FDY09,OUT035,1127.4757944358826
FDQ28,OUT045,1127.4757944358826
FDV25,OUT046,1127.4757944358826
FDJ07,OUT035,1127.4757944358826
DRB25,OUT049,1127.4757944358826
FDK52,OUT019,1127.4757944358826
FDY52,OUT027,1127.4757944358826
FDB28,OUT046,1127.4757944358826
FDT36,OUT035,1127.4757944358826
FDV25,OUT017,1127.4757944358826
NCN07,OUT027,1127.4757944358826
FDC57,OUT017,1127.4757944358826
FDQ03,OUT018,1127.4757944358826
FDU23,OUT017,1127.4757944358826
NCX41,OUT035,1127.4757944358826
NCD06,OUT035,1127.4757944358826
FDW08,OUT045,1127.4757944358826
NCU29,OUT017,1127.4757944358826
NCE06,OUT013,1127.4757944358826
FDV52,OUT010,1127.4757944358826
FDB02,OUT017,1127.4757944358826
NCR18,OUT045,1127.4757944358826
FDK16,OUT049,1127.4757944358826
NCQ29,OUT010,1127.4757944358826
FDZ01,OUT019,1127.4757944358826
FDW27,OUT035,1127.4757944358826
FDD17,OUT018,1127.4757944358826
FDW39,OUT013,1127.4757944358826
DRH59,OUT045,1127.4757944358826
FDS52,OUT013,1127.4757944358826
FDU40,OUT027,1127.4757944358826
